client_id,payment_status,bill_amt,paid_amt,month
10427,-2,0,0,7
10428,-2,1261,1261,7
10429,0,113770,263106,7
10430,0,75437,2500,7
10431,0,28401,1731,7
10432,0,159484,8005,7
10434,0,44148,3000,7
10436,0,71667,3200,7
10437,0,95546,0,7
10439,-1,0,0,7
10440,-2,0,0,7
10441,-1,0,100000,7
10442,-1,2833,9495,7
10443,0,22228,19342,7
10444,-1,33968,86466,7
10445,-1,390,9159,7
10447,-1,576,1709,7
10448,-1,1312,0,7
10449,0,46338,2206,7
10450,-2,390,780,7
10452,0,11757,1202,7
10453,0,58170,2000,7
10454,0,20650,0,7
10455,0,62758,32637,7
10457,0,69356,5850,7
10458,-1,2955,10319,7
10460,2,45470,2000,7
10463,0,101046,4074,7
10464,0,69969,3175,7
10467,0,35809,0,7
10468,2,104878,3700,7
10469,0,124460,5000,7
10471,-2,0,0,7
10474,0,51385,2000,7
10475,-1,11093,699,7
10476,-2,135,0,7
10477,-2,0,0,7
10478,2,38815,1960,7
10481,-1,326,326,7
10483,0,28080,1600,7
10485,-2,0,0,7
10486,-2,0,0,7
10487,-2,0,0,7
10489,0,123653,3274,7
10490,2,153229,6700,7
10491,0,50450,1251,7
10492,0,488083,22800,7
10493,-1,8418,799,7
10494,-2,836,390,7
10496,0,8644,456,7
10497,0,442041,16672,7
10499,0,51703,2000,7
10500,-2,0,0,7
10501,0,68817,2264,7
10502,0,51665,1680,7
10503,0,328857,12000,7
10505,-1,7604,10000,7
10506,0,25895,2000,7
10507,0,17802,0,7
10508,-2,0,0,7
10510,2,114166,4225,7
10511,0,102435,0,7
10512,-1,3152,531,7
10513,2,148066,27,7
10514,-2,-40,122420,7
10515,0,110226,5400,7
10516,0,11040,2200,7
10519,0,106773,4648,7
10521,2,13698,1475,7
10523,0,33666,2000,7
10524,-2,0,0,7
10525,0,35526,3000,7
10527,-1,1085,0,7
10528,-1,6732,0,7
10530,0,27596,2000,7
10531,-1,398,0,7
10532,0,81977,1553,7
10533,0,85150,3000,7
10534,2,4366,0,7
10536,0,81391,2308,7
10537,2,300,0,7
10538,-1,8313,1951,7
10539,0,62934,2500,7
10541,0,32802,2399,7
10542,0,36467,2664,7
10543,-2,333,333,7
10545,0,72755,3200,7
10548,2,7212,300,7
10550,0,257866,15000,7
10552,-1,0,0,7
10553,0,202127,7266,7
10554,0,115526,10122,7
10555,0,17581,5200,7
10556,-1,4220,3364,7
10557,0,28395,1500,7
10559,0,194913,8000,7
10560,-1,5261,17571,7
10562,-2,0,0,7
10564,-1,427,0,7
10566,0,58104,3000,7
10569,-1,0,0,7
10570,0,48883,2000,7
10571,-1,-1814,0,7
10572,-1,1633,2043,7
10573,-1,0,0,7
10575,0,20650,0,7
10576,2,86729,3300,7
10578,2,2300,200,7
10579,0,68201,2371,7
10580,-2,18746,48271,7
10581,-2,18019,4516,7
10582,0,88054,4444,7
10584,2,24587,5000,7
10585,0,48968,1672,7
10586,-1,10477,7433,7
10587,0,68780,3800,7
10588,0,61234,2599,7
10589,-1,1572,6561,7
10590,0,34627,1600,7
10591,0,3989,1205,7
10592,-1,1053,2992,7
10593,0,6700,0,7
10594,0,13481,2070,7
10595,-1,455,1415,7
10596,0,20625,2,7
10597,0,45156,1243,7
10599,-2,91815,0,7
10600,2,5981,1032,7
10601,-1,31,0,7
10603,0,35238,11000,7
10606,0,68259,1400,7
10607,-1,13902,42863,7
10609,0,28129,1752,7
10610,0,61844,2000,7
10613,0,22372,5000,7
10614,-1,2500,0,7
10615,0,7729,1500,7
10617,-2,11664,10048,7
10619,0,202740,15000,7
10621,-2,7120,0,7
10622,0,25374,2000,7
10623,-1,0,396,7
10624,0,6482,5000,7
10625,-1,0,0,7
10626,0,28794,1400,7
10627,-1,15275,17375,7
10628,-1,2684,11764,7
10629,2,150,0,7
10630,-1,264,264,7
10631,3,780,0,7
10633,2,5406,0,7
10634,0,27311,29000,7
10636,0,68100,2655,7
10637,2,31543,1659,7
10638,0,21507,2000,7
10639,0,182513,5600,7
10640,0,20272,3000,7
10642,0,31641,1600,7
10644,2,24395,0,7
10648,0,112933,8043,7
10649,0,2774,1200,7
10650,-2,4438,5072,7
10651,-1,9934,19312,7
10652,-2,1108,1318,7
10653,0,35307,1366,7
10654,0,26883,1500,7
10656,2,221,198,7
10657,-2,90,0,7
10658,-2,0,324,7
10659,-1,809,0,7
10660,-2,0,0,7
10662,-1,80648,35000,7
10664,0,40292,3452,7
10668,-1,0,0,7
10670,-1,1305,0,7
10671,0,13482,3040,7
10672,-2,0,0,7
10673,2,71660,0,7
10674,-1,0,0,7
10675,0,326625,10524,7
10676,0,12911,1300,7
10677,0,51255,13052,7
10678,2,58493,2700,7
10679,0,2907,1000,7
10680,0,66113,1246,7
10681,-1,1213,15571,7
10682,0,76178,4000,7
10683,0,62137,30276,7
10684,0,18075,1400,7
10685,-2,0,0,7
10686,0,77220,3800,7
10689,-2,0,0,7
10690,-1,-49,6307,7
10692,-1,4938,473,7
10694,0,61378,36133,7
10695,0,31611,2000,7
10696,2,87510,0,7
10697,0,11788,1500,7
10698,-1,1669,4795,7
10702,2,28297,2000,7
10704,0,17013,3000,7
10705,0,140844,7200,7
10706,0,9734,1092,7
10707,0,26988,1600,7
10708,2,22256,0,7
10709,0,116273,6000,7
10711,-1,1694,0,7
10713,-1,698,730,7
10716,2,3222,0,7
10717,-1,49293,3045,7
10718,-1,3174,0,7
10720,0,133265,2900,7
10721,0,186227,9000,7
10722,0,7461,1241,7
10723,2,390,1560,7
10724,-1,3840,7527,7
10726,0,110481,4005,7
10727,0,142362,6982,7
10728,0,15409,1223,7
10730,0,102650,0,7
10732,-1,0,174,7
10733,0,168207,6025,7
10734,0,63746,2041,7
10735,-1,7277,1105,7
10736,0,49878,1503,7
10737,2,2700,6300,7
10738,-2,0,0,7
10739,0,14899,3000,7
10741,-2,-3,593,7
10742,-2,0,0,7
10743,-1,5630,9044,7
10744,-1,390,390,7
10745,2,2482,0,7
10746,0,9880,1147,7
10747,0,7268,1000,7
10748,0,152397,6000,7
10749,2,1869,12671,7
10750,-2,-2900,0,7
10751,0,17845,1500,7
10752,0,20296,1308,7
10753,0,143173,6000,7
10754,0,42774,2300,7
10756,0,12641,1528,7
10757,2,17945,1003,7
10758,-1,0,0,7
10759,2,44911,1900,7
10760,-2,0,0,7
10761,-1,0,0,7
10762,-1,2014,536,7
10763,0,49149,1874,7
10764,-2,0,0,7
10765,0,55264,0,7
10767,0,68820,2036,7
10771,0,30275,2000,7
10773,2,9895,1500,7
10774,0,6723,2173,7
10775,0,77025,2784,7
10776,2,74813,5395,7
10777,-2,0,0,7
10778,-1,733,739,7
10779,0,49609,2000,7
10782,0,30862,5000,7
10783,0,29638,0,7
10786,-1,2901,10836,7
10787,-2,-25,0,7
10788,0,305633,10728,7
10789,0,38614,2000,7
10790,0,54892,6100,7
10792,0,49333,1200,7
10793,0,71722,3000,7
10795,0,19347,0,7
10797,0,109078,9913,7
10798,-1,310,7006,7
10799,0,57240,1739,7
10801,-1,62132,1478,7
10802,2,2400,0,7
10804,2,69604,0,7
10806,0,20865,5000,7
10807,-2,1200,0,7
10809,-2,3609,4615,7
10810,-1,15099,1300,7
10811,0,76202,1283,7
10813,0,34169,2905,7
10815,-1,3953,6986,7
10816,4,9539,0,7
10817,-2,18322,11629,7
10818,2,400,0,7
10819,2,201756,3028,7
10820,-1,1393,1393,7
10821,0,67413,3000,7
10822,-2,0,0,7
10823,2,96912,3600,7
10824,0,12588,1200,7
10826,0,4711,1068,7
10827,-2,0,0,7
10828,-2,-2,2649,7
10829,0,240518,3060,7
10830,0,218136,7500,7
10831,0,9202,1275,7
10832,-1,1460,4507,7
10833,0,107420,5361,7
10834,-2,-12,0,7
10835,-1,4937,2000,7
10836,2,116343,5677,7
10838,0,59481,2110,7
10840,0,246380,8500,7
10841,-1,4297,15818,7
10842,2,37537,1575,7
10845,0,69502,1936,7
10847,2,497,1100,7
10848,0,179271,6208,7
10849,-1,390,390,7
10850,-1,495,17000,7
10851,0,138588,6000,7
10852,-2,700,700,7
10856,0,30399,1233,7
10858,-1,4658,197,7
10859,-1,7402,8382,7
10860,-2,0,0,7
10862,2,600,0,7
10863,-2,-4,4,7
10864,-2,5689,494,7
10865,0,61260,3000,7
10866,0,13037,600,7
10867,0,5333,3331,7
10868,0,0,0,7
10869,0,57786,3000,7
10870,0,49608,1500,7
10871,2,59300,2100,7
10872,0,14704,2000,7
10873,-2,0,0,7
10875,0,137990,4800,7
10877,-2,-78,0,7
10878,0,44374,0,7
10880,0,252308,7009,7
10882,0,257062,99835,7
10884,2,3200,0,7
10885,-1,3119,9008,7
10886,-2,0,0,7
10888,0,22131,2000,7
10890,0,33115,2000,7
10891,2,41901,3000,7
10892,0,92370,3814,7
10893,-2,2324,2250,7
10894,-1,1837,390,7
10895,-1,180,14418,7
10896,0,497921,12371,7
10897,0,32476,1000,7
10898,0,35194,126,7
10899,-1,0,316,7
10900,0,10400,0,7
10901,-2,0,0,7
10902,-1,0,4231,7
10903,0,26570,1600,7
10905,0,19728,1306,7
10906,-1,626,626,7
10907,0,16367,2426,7
10909,0,12683,0,7
10910,0,122499,4550,7
10911,0,212099,6889,7
10912,0,9277,2655,7
10913,2,8711,0,7
10916,0,51190,1369,7
10917,0,8520,1020,7
10920,-2,209672,5066,7
10922,0,259549,10004,7
10923,0,37802,1600,7
10924,0,164150,0,7
10926,-2,0,0,7
10927,0,50162,2400,7
10928,0,72031,2300,7
10929,-2,0,0,7
10931,0,76361,20000,7
10932,0,66171,3000,7
10933,2,50414,0,7
10936,0,123579,8,7
10937,2,109439,7623,7
10938,-2,47708,135784,7
10939,-1,600,0,7
10941,-2,0,0,7
10942,-1,11652,34545,7
10943,-1,21835,0,7
10944,0,150683,4931,7
10946,0,138692,7000,7
10947,-1,3041,6622,7
10950,0,18743,1200,7
10951,-2,7948,18285,7
10952,-1,390,0,7
10955,0,36894,10002,7
10956,0,85927,5104,7
10959,0,258621,10000,7
10961,0,562316,20004,7
10963,-1,1518,1972,7
10964,2,24678,1100,7
10965,-1,6784,2028,7
10966,0,35690,1503,7
10967,0,24575,1420,7
10968,2,71898,3214,7
10969,2,361,1716,7
10970,0,118781,5780,7
10971,0,58257,3000,7
10973,0,41382,1117,7
10974,0,60129,5311,7
10975,2,24685,1000,7
10976,0,23429,3500,7
10977,-1,390,390,7
10978,0,18717,1213,7
10982,-2,7792,8361,7
10984,0,51400,0,7
10985,-1,2688,500,7
10988,-1,1689,0,7
10990,2,103381,4000,7
10991,0,80129,2007,7
10993,-1,8013,4007,7
10994,0,99541,10000,7
10995,2,210424,7598,7
10996,0,138247,3417,7
11000,0,21718,1299,7
11001,-1,179,0,7
11002,-1,35595,0,7
11003,0,115610,2114,7
11004,0,30348,1738,7
11005,0,62617,2168,7
11006,0,19067,1200,7
11009,2,13531,0,7
11010,-1,7233,2701,7
11011,-1,1080,97,7
11012,-2,0,220230,7
11013,1,-630,21400,7
11015,0,75431,2529,7
11016,0,43410,1225,7
11017,-2,0,0,7
11018,-1,1050,974,7
11019,0,156259,6000,7
11020,0,1172,1002,7
11021,0,0,1000,7
11022,0,86497,60000,7
11023,-1,1999,6633,7
11024,-1,188,299,7
11025,2,59608,1478,7
11030,-1,286,9847,7
11031,0,20609,700,7
11032,0,17762,1500,7
11033,-2,23485,7409,7
11034,2,25533,0,7
11036,0,4638,1000,7
11037,2,17559,1400,7
11038,2,-18,0,7
11039,0,116017,7000,7
11040,-2,0,0,7
11041,2,29104,3000,7
11042,2,9497,1000,7
11043,0,108327,5300,7
11044,2,120455,0,7
11045,3,1257,0,7
11047,-1,0,0,7
11048,2,4471,1200,7
11049,0,23750,1071,7
11050,2,77116,3000,7
11051,-2,-7,0,7
11052,0,10569,0,7
11053,2,125138,17,7
11056,0,49718,1900,7
11058,0,6038,1502,7
11060,2,115491,11,7
11062,0,32321,10000,7
11063,-1,326,326,7
11064,-1,2583,3001,7
11065,2,216397,7109,7
11066,0,11950,1220,7
11067,0,48710,2001,7
11068,-1,499,1870,7
11069,-1,7468,12534,7
11070,0,67891,7139,7
11071,0,121776,4500,7
11072,-2,302,5041,7
11073,0,58276,3000,7
11074,0,4097,2500,7
11075,2,2500,0,7
11082,0,37828,2000,7
11084,-2,0,0,7
11085,0,187565,5302,7
11087,0,227903,3600,7
11089,-1,1984,112,7
11090,0,21292,3002,7
11091,0,259604,7007,7
11092,0,52320,2500,7
11093,0,43805,2051,7
11094,0,63035,10000,7
11095,-1,24718,45533,7
11096,-1,400,0,7
11097,-2,0,138,7
11098,0,38296,1700,7
11099,0,45809,2578,7
11100,0,12226,2000,7
11101,0,65575,2395,7
11103,-1,1591,0,7
11104,0,223205,10000,7
11105,3,27868,1200,7
11108,0,257628,7503,7
11109,2,276,381,7
11110,-2,5189,7128,7
11112,-1,0,3030,7
11113,-1,1563,1500,7
11114,0,86745,3000,7
11115,-2,0,0,7
11116,0,168827,5382,7
11117,0,61562,2000,7
11118,-1,1000,0,7
11119,-1,1879,8,7
11121,-1,390,390,7
11122,-1,326,326,7
11123,2,8805,1000,7
11124,0,68947,2873,7
11125,-1,0,0,7
11127,-1,1334,3962,7
11129,-1,337,3740,7
11130,-1,20076,2000,7
11131,2,42809,3000,7
11132,0,147880,4570,7
11133,-2,0,0,7
11134,0,22130,42744,7
11137,0,101236,3544,7
11139,2,1435,1170,7
11140,0,39020,2000,7
11141,0,27597,3000,7
11142,0,109791,4539,7
11143,-1,930,8485,7
11145,-1,2419,1541,7
11146,0,165850,5677,7
11147,-1,177,1170,7
11148,-1,3595,1537,7
11149,0,7114,3600,7
11150,2,23020,1703,7
11151,-1,7139,813,7
11152,2,9964,0,7
11153,-1,1397,56449,7
11154,-1,268,157,7
11155,0,4576,2000,7
11157,-2,3300,2860,7
11158,0,37681,1888,7
11159,0,2170,0,7
11160,-1,8099,46224,7
11162,-1,7017,10542,7
11163,-2,0,9625,7
11164,-1,2337,766,7
11165,-1,0,2299,7
11166,0,194694,8001,7
11167,2,88979,10000,7
11168,-1,18180,1500,7
11171,2,0,41,7
11173,0,47548,2000,7
11174,-1,1609,17709,7
11176,0,71123,1531,7
11177,0,79901,3900,7
11178,0,50097,1700,7
11180,0,54293,2450,7
11181,0,128107,7000,7
11182,0,87784,5000,7
11183,2,48429,2000,7
11184,-1,389,390,7
11185,2,183554,7100,7
11187,0,36337,4626,7
11188,2,272,5881,7
11189,0,63187,2200,7
11191,0,10454,2000,7
11192,-2,0,22015,7
11193,0,26031,208141,7
11194,0,48005,4015,7
11195,-2,0,0,7
11197,-1,3821,1113,7
11198,3,132596,0,7
11199,0,151267,5212,7
11201,0,108055,4001,7
11202,-1,1729,20690,7
11205,2,38514,0,7
11208,0,80400,1400,7
11209,0,98403,3500,7
11210,-1,3125,200,7
11211,-1,2521,5184,7
11212,2,128038,5000,7
11213,0,80801,4000,7
11215,-1,1249,1872,7
11216,0,3773,18117,7
11217,0,19520,2300,7
11218,2,309,0,7
11219,-1,29237,0,7
11220,2,1188,0,7
11222,0,8523,1307,7
11223,2,60308,5021,7
11224,0,64699,3000,7
11225,0,46613,4050,7
11226,3,10685,0,7
11228,-1,64602,4000,7
11229,0,64224,1023,7
11231,-2,0,0,7
11233,0,45868,8000,7
11234,0,126322,3804,7
11235,-2,0,0,7
11236,0,54074,2000,7
11237,0,343591,15000,7
11238,-1,21470,0,7
11239,-2,1260,598,7
11240,2,132185,5,7
11241,2,30728,0,7
11242,0,38937,2000,7
11243,0,145714,5500,7
11244,4,29399,0,7
11245,0,11027,17000,7
11246,2,271396,0,7
11248,0,54470,1734,7
11249,0,39085,1290,7
11250,-2,0,0,7
11251,0,140352,4100,7
11252,0,139664,5881,7
11253,0,100600,5107,7
11255,-1,390,390,7
11256,0,19743,1300,7
11257,0,43734,1667,7
11258,0,129752,6500,7
11259,0,22453,5028,7
11260,2,98205,1418,7
11261,0,8221,0,7
11262,0,51819,2000,7
11263,-2,0,1990,7
11264,2,4178,6000,7
11266,0,29408,1000,7
11268,-1,20970,14430,7
11269,-2,0,0,7
11270,0,143966,20000,7
11271,-2,0,0,7
11272,3,330,330,7
11273,3,20987,0,7
11274,0,43995,1358,7
11277,0,94528,3995,7
11278,-2,-11,0,7
11279,0,15558,2000,7
11280,-1,0,0,7
11281,-2,-26,3981,7
11282,0,305851,10633,7
11283,2,65198,2600,7
11284,2,27456,1200,7
11287,0,1645,1108,7
11288,0,9835,2041,7
11289,0,51310,2170,7
11290,-2,0,940,7
11291,0,39610,1279,7
11292,-2,1562,1548,7
11293,-1,177,1460,7
11294,0,19844,1400,7
11295,0,20041,1290,7
11297,0,85672,1572,7
11298,-1,11753,0,7
11299,0,23626,2636,7
11300,0,137133,9000,7
11302,-1,54,0,7
11303,0,78934,0,7
11304,0,2722,1000,7
11307,0,1651,0,7
11309,-1,3366,9436,7
11310,-1,6891,980,7
11311,0,11431,1503,7
11312,-1,8000,8000,7
11314,-2,0,0,7
11315,0,50322,1620,7
11316,-1,19253,6665,7
11317,0,48208,1900,7
11318,0,190339,6500,7
11319,2,496,0,7
11320,-2,0,0,7
11323,-1,4377,0,7
11324,-1,6519,1411,7
11325,0,35009,1300,7
11326,-1,0,0,7
11327,-1,99235,4368,7
11328,0,44088,2050,7
11329,0,10023,5000,7
11330,0,121999,1867,7
11331,0,291480,15056,7
11332,-2,19398,1000,7
11333,0,7805,1200,7
11334,2,14229,2773,7
11335,-1,1200,12466,7
11336,-2,332,329,7
11339,2,6552,1125,7
11341,-1,0,451,7
11342,0,27961,1452,7
11343,2,19041,0,7
11344,0,38411,1712,7
11345,-1,8016,1200,7
11346,2,21041,0,7
11348,0,18095,3,7
11349,0,143297,7000,7
11350,0,45445,1800,7
11351,0,20302,1300,7
11352,0,15078,1263,7
11353,-1,0,396,7
11354,0,85799,20000,7
11355,-1,14699,900,7
11356,-1,5184,5719,7
11358,0,12030,1300,7
11359,-1,894,2168,7
11361,0,19224,1254,7
11362,2,143233,6000,7
11364,0,8257,11512,7
11365,0,65605,3000,7
11368,-2,0,0,7
11369,-1,0,0,7
11370,0,8511,1651,7
11371,0,52908,1000,7
11372,0,45146,3027,7
11374,0,47838,5230,7
11375,0,210932,10000,7
11376,0,19190,2384,7
11379,0,5230,2000,7
11380,-2,0,0,7
11381,0,82439,3060,7
11382,-1,13301,3785,7
11383,0,60720,2267,7
11384,0,92168,3818,7
11386,-1,390,390,7
11387,0,10045,2000,7
11388,2,582,1891,7
11389,2,4764,1000,7
11391,0,5866,1297,7
11394,-1,3147,8321,7
11396,-2,0,0,7
11397,2,48297,3000,7
11399,0,141393,4779,7
11400,0,40359,3000,7
11401,0,131631,5090,7
11402,0,33900,17000,7
11403,-2,1499,0,7
11404,3,19860,0,7
11405,0,34372,6700,7
11406,-1,9639,8501,7
11407,-2,942,1058,7
11408,0,212821,6430,7
11409,3,191054,6000,7
11411,-1,7222,3150,7
11412,-1,1251,629,7
11413,0,29390,1730,7
11416,-1,93163,5000,7
11417,0,7752,1135,7
11418,2,41823,1407,7
11419,-2,0,0,7
11420,-1,274,0,7
11421,-2,29430,22993,7
11422,0,138438,0,7
11424,-1,390,390,7
11426,2,998,0,7
11427,-2,31195,0,7
11428,3,107008,0,7
11430,-1,0,0,7
11431,-1,550,548,7
11432,0,80932,1364,7
11435,0,116768,2000,7
11436,2,6959,1800,7
11437,2,150,0,7
11439,0,18971,1153,7
11440,0,35484,10010,7
11442,-2,0,1668,7
11444,0,2620,1330,7
11445,0,0,26373,7
11446,0,25781,4375,7
11447,-1,6686,11609,7
11448,-1,8223,6645,7
11449,0,28007,3019,7
11450,0,24706,2000,7
11451,2,76417,5090,7
11452,3,27432,2000,7
11453,2,48621,2600,7
11454,-1,0,980,7
11455,-1,9656,7488,7
11456,0,53377,1900,7
11457,-1,0,0,7
11458,0,59716,1600,7
11459,0,18961,2000,7
11460,-1,2691,2060,7
11461,-1,0,0,7
11462,-1,3918,30366,7
11463,2,6934,2000,7
11465,2,14220,1230,7
11466,0,27924,1414,7
11467,-1,6010,1229,7
11468,2,950,1000,7
11469,-1,949,1938,7
11471,0,6482,1000,7
11472,0,17857,1610,7
11473,2,15784,3000,7
11474,0,27072,1396,7
11475,0,41935,1040,7
11476,-1,10750,0,7
11477,-1,13855,16277,7
11479,0,72000,0,7
11481,-2,125,7424,7
11482,-1,3502,2056,7
11485,2,26513,1251,7
11487,0,8685,1500,7
11488,0,79417,3799,7
11489,0,40784,3000,7
11490,-1,10742,3300,7
11491,0,79079,10104,7
11492,0,84897,2931,7
11494,0,40662,2000,7
11495,0,4218,1000,7
11497,0,78680,3900,7
11498,1,341600,8273,7
11499,-1,396,396,7
11501,-1,3498,8963,7
11503,-1,10121,780,7
11504,-2,0,0,7
11505,0,10610,1000,7
11506,-1,5548,2000,7
11507,0,6000,1000,7
11508,2,483244,16004,7
11509,-2,-1648,0,7
11511,2,1650,0,7
11512,0,40900,0,7
11513,-1,7101,5500,7
11515,0,173946,6101,7
11516,-1,7785,3000,7
11517,4,82156,3100,7
11518,0,9154,2000,7
11519,0,11952,1300,7
11520,0,7790,1137,7
11522,0,18621,1307,7
11524,0,30427,2000,7
11527,-1,3313,490,7
11529,0,95228,4000,7
11530,-2,0,0,7
11531,0,68155,3167,7
11532,-1,150573,32611,7
11533,0,9899,1162,7
11534,-2,-256,1,7
11535,-1,416,416,7
11536,-2,21796,10832,7
11537,0,151786,29894,7
11538,-1,1010,0,7
11539,-2,0,188,7
11540,-2,0,0,7
11541,0,0,0,7
11542,0,37221,7000,7
11545,-1,1000,1000,7
11546,0,75299,2404,7
11547,-2,0,580,7
11548,-1,1520,5262,7
11549,0,25463,2036,7
11550,0,50376,2000,7
11551,-2,0,0,7
11552,-1,476,476,7
11553,-2,-18,0,7
11554,0,141773,40000,7
11558,0,550102,21008,7
11559,2,15460,600,7
11560,2,206332,12014,7
11561,-2,-644,6033,7
11562,-2,0,0,7
11564,0,43564,3000,7
11565,-1,13538,390,7
11566,-2,-186,37578,7
11570,0,14418,1243,7
11571,-2,49934,24891,7
11572,-2,0,0,7
11573,-1,1966,5000,7
11574,0,6568,1000,7
11575,-2,-20,0,7
11582,-1,3099,1000,7
11585,2,161487,0,7
11587,2,1302,1852,7
11588,-2,0,277510,7
11589,-1,1650,651,7
11592,-1,9202,26390,7
11593,-1,399,399,7
11594,-1,25607,1500,7
11596,0,41588,2000,7
11597,-1,2277,2712,7
11598,-2,299,0,7
11599,-1,8338,9359,7
11600,0,52754,50499,7
11601,-1,386,12884,7
11602,0,97129,4275,7
11603,0,9616,1076,7
11604,0,62506,2400,7
11606,-1,326,326,7
11607,-1,21828,13779,7
11608,-2,3808,7266,7
11610,0,2528,2000,7
11611,0,30403,1455,7
11612,0,232729,10000,7
11613,-2,41217,8815,7
11614,0,30319,1000,7
11615,-2,0,145,7
11616,-1,390,0,7
11617,2,26675,3974,7
11618,0,113369,9900,7
11619,-2,2294,900,7
11623,0,25970,3000,7
11624,0,12666,0,7
11627,-1,21836,11036,7
11628,-1,3,3461,7
11629,0,199692,6300,7
11630,0,110865,3152,7
11631,-1,4357,10513,7
11633,0,81991,3000,7
11634,-1,4247,17213,7
11635,0,250007,29000,7
11636,-1,5026,3722,7
11639,0,5068,1002,7
11640,2,18418,1215,7
11641,0,57737,3923,7
11643,-1,1890,0,7
11644,2,4057,1500,7
11645,0,40851,1533,7
11647,0,48450,1850,7
11648,0,74847,43000,7
11651,-2,0,0,7
11652,-2,-915,0,7
11654,2,10454,2000,7
11655,0,54454,2000,7
11656,-1,0,582,7
11657,-2,0,0,7
11658,0,3131,1500,7
11660,0,59054,2200,7
11661,2,13178,1200,7
11662,0,17127,2272,7
11663,0,88106,3892,7
11664,2,28422,1200,7
11665,-1,10606,49825,7
11667,2,141815,5000,7
11668,0,29276,1500,7
11669,0,33824,1900,7
11670,0,102995,1400,7
11672,2,45319,5800,7
11673,0,102693,1500,7
11675,0,85538,5010,7
11676,0,187145,7000,7
11677,-1,161,250,7
11678,0,49221,2938,7
11679,0,104626,4412,7
11680,-1,16009,64886,7
11682,2,98246,0,7
11683,0,41992,4000,7
11684,-2,-4,1477,7
11685,-1,4184,1000,7
11686,0,230471,11012,7
11687,0,236437,5000,7
11689,0,57718,1731,7
11692,0,60995,3000,7
11693,2,92704,4000,7
11695,-1,390,1560,7
11696,-1,-220,0,7
11697,-1,2791,0,7
11698,-1,1473,1473,7
11699,-1,6712,1817,7
11700,0,13209,1060,7
11703,0,78409,2200,7
11705,2,20881,3000,7
11706,2,1050,0,7
11709,0,18486,800,7
11711,0,12140,0,7
11712,0,61950,200,7
11713,2,123055,0,7
11714,0,14668,1500,7
11715,2,18247,0,7
11718,-1,3905,2411,7
11719,-2,0,0,7
11720,2,45588,2000,7
11721,2,186230,6784,7
11723,-1,7653,47830,7
11725,0,19226,1206,7
11726,0,3071,5000,7
11727,0,38260,2000,7
11728,0,130186,8970,7
11730,0,18374,1500,7
11733,0,7497,2000,7
11734,0,24979,14062,7
11735,2,57314,4,7
11736,0,22629,1388,7
11737,0,193245,60000,7
11738,0,24248,1309,7
11739,0,89008,4203,7
11740,2,5000,0,7
11741,0,0,0,7
11742,-1,396,396,7
11744,0,8176,1000,7
11745,-1,-270,54165,7
11746,-1,54223,6600,7
11748,-1,8395,1775,7
11749,2,45074,3978,7
11750,0,50893,0,7
11751,0,56454,2353,7
11754,0,127593,5000,7
11756,-1,50601,1200,7
11758,-2,0,0,7
11760,0,96916,4213,7
11762,0,118843,30000,7
11763,0,48711,1500,7
11765,-2,0,0,7
11766,-2,4976,176,7
11767,2,135,0,7
11768,-2,3690,1735,7
11769,0,19045,3017,7
11770,0,75095,2140,7
11772,-1,435,1887,7
11773,0,3229,1005,7
11774,0,49764,1430,7
11775,-1,777,7994,7
11776,2,9882,0,7
11778,-1,18814,0,7
11779,0,16629,1293,7
11781,0,48159,3000,7
11782,-2,2691,3384,7
11784,0,17801,1200,7
11789,-2,805,2019,7
11790,-1,0,91059,7
11791,0,49448,2227,7
11792,-1,297,9342,7
11793,0,16260,6500,7
11794,2,29034,1442,7
11796,-1,56333,70159,7
11797,-2,616,643,7
11798,0,50865,5000,7
11799,0,36276,1031,7
11800,-2,-26,5240,7
11802,0,-100,1000,7
11803,0,28514,2000,7
11804,2,63240,1798,7
11805,-2,0,554,7
11806,0,11554,1218,7
11807,0,133279,12000,7
11808,-1,6914,2343,7
11809,0,10849,1147,7
11810,-1,3540,500,7
11811,0,23302,1400,7
11812,0,34819,15412,7
11814,2,46725,4000,7
11815,-1,557,8000,7
11817,-1,50350,1800,7
11819,0,0,0,7
11820,0,179156,9000,7
11821,-1,5234,0,7
11822,2,18266,1249,7
11823,-1,3284,4309,7
11824,0,427584,15481,7
11827,2,31423,0,7
11828,3,46592,2000,7
11829,-1,5806,0,7
11831,0,11312,1900,7
11833,0,56909,2100,7
11835,0,35946,2452,7
11836,0,0,0,7
11837,-2,0,0,7
11839,0,49300,16000,7
11840,-1,2541,10599,7
11841,-1,18479,7672,7
11842,0,168389,10000,7
11845,2,1800,0,7
11846,-1,-310,3054,7
11847,0,95129,3002,7
11848,0,225519,8000,7
11850,3,1188,0,7
11851,-1,390,390,7
11852,0,47146,2102,7
11856,0,520643,20000,7
11857,2,4390,0,7
11858,-1,14201,0,7
11859,-1,7221,26194,7
11860,0,102158,4000,7
11861,-1,644,644,7
11862,-1,287,3423,7
11864,2,67223,2943,7
11865,-2,0,0,7
11866,-1,9500,0,7
11867,-2,69279,59483,7
11868,2,428712,16100,7
11869,2,5326,5954,7
11871,-2,0,0,7
11872,0,71643,1508,7
11873,0,65102,4000,7
11874,2,85536,6800,7
11875,2,34336,0,7
11878,0,70193,3000,7
11880,0,15500,9660,7
