client_id,credit_given,gender,education,marital_status,month,default
10236,160000,1,3,1,10,0
265,80000,2,1,2,10,0
24865,130000,1,2,1,10,0
26847,10000,1,1,1,10,1
1705,60000,2,1,2,10,0
26602,50000,1,2,2,10,0
24181,70000,1,2,1,10,0
117,240000,1,1,2,10,0
16565,320000,1,1,1,10,0
8594,180000,2,2,2,10,0
21724,50000,2,2,2,10,1
22604,30000,2,2,2,10,0
10864,150000,2,2,2,10,0
6514,140000,2,1,1,10,0
9423,500000,1,1,1,10,0
7,500000,1,1,2,10,0
15101,80000,1,3,1,10,1
245,30000,2,1,2,10,0
15871,360000,2,2,2,10,0
453,260000,1,2,2,10,0
16473,130000,2,3,2,10,0
8616,270000,2,2,2,10,0
4797,80000,2,2,1,10,0
1355,50000,2,2,1,10,0
18811,70000,2,1,2,10,0
27191,230000,1,1,1,10,0
8363,50000,2,3,1,10,1
6172,50000,2,2,1,10,0
19262,70000,2,2,2,10,0
8772,320000,2,2,1,10,0
4929,150000,2,1,1,10,0
18794,120000,2,2,2,10,0
649,280000,2,2,1,10,1
12261,90000,2,2,2,10,0
22260,100000,2,2,1,10,0
23060,160000,2,1,1,10,1
9608,80000,2,1,1,10,0
14823,80000,2,1,1,10,1
27243,50000,1,2,2,10,1
13412,360000,1,1,2,10,0
5954,120000,2,1,2,10,1
3941,270000,2,2,1,10,0
17631,310000,2,2,1,10,0
1552,230000,2,2,1,10,0
29540,70000,1,3,1,10,0
20433,200000,1,1,2,10,0
28963,100000,2,1,1,10,0
4010,50000,1,2,2,10,0
15619,90000,2,3,2,10,1
20970,360000,1,1,1,10,0
25250,130000,2,2,2,10,0
29435,180000,1,1,2,10,0
20267,20000,2,3,1,10,1
6748,150000,2,1,1,10,0
12068,20000,1,3,1,10,1
24388,320000,1,1,1,10,0
3977,50000,2,2,2,10,0
27853,50000,2,1,2,10,1
10996,500000,2,2,2,10,0
3838,70000,1,3,2,10,0
28991,260000,2,1,1,10,0
7617,50000,1,3,1,10,1
4089,80000,2,1,2,10,0
22913,270000,2,4,1,10,0
12051,80000,2,3,0,10,0
29170,20000,2,3,1,10,1
27993,270000,2,2,2,10,0
1518,190000,1,3,1,10,1
2377,230000,1,2,1,10,0
11692,450000,2,1,1,10,0
24291,340000,1,2,2,10,0
22952,240000,2,2,1,10,0
3654,100000,1,3,1,10,0
12097,50000,1,3,3,10,0
22577,170000,2,2,2,10,0
5167,330000,1,1,1,10,0
14422,320000,1,1,2,10,0
29644,200000,1,1,2,10,1
18920,150000,2,1,2,10,1
8919,200000,1,3,2,10,0
20622,200000,1,3,1,10,0
15642,250000,2,2,1,10,0
22306,400000,2,2,2,10,0
21128,500000,1,1,1,10,0
20612,340000,1,1,2,10,1
4254,60000,1,2,1,10,0
18701,70000,2,1,2,10,1
25584,370000,2,3,1,10,0
17115,120000,2,1,2,10,0
13768,50000,2,1,2,10,0
9202,60000,1,2,2,10,0
18757,160000,2,2,2,10,0
19379,120000,2,2,1,10,0
19600,290000,2,1,2,10,0
3775,500000,2,1,2,10,0
510,120000,1,1,2,10,0
7237,280000,1,1,2,10,0
9864,290000,2,1,2,10,0
11023,100000,1,2,2,10,0
19815,100000,2,3,1,10,1
29889,180000,1,3,1,10,0
17842,10000,1,2,2,10,0
27290,230000,1,1,1,10,0
2301,200000,2,1,1,10,0
24077,250000,1,1,2,10,0
4748,260000,2,2,1,10,0
22058,330000,2,1,2,10,0
17718,120000,2,2,1,10,0
3348,60000,1,1,2,10,0
10722,30000,2,1,2,10,0
14091,470000,2,1,1,10,0
13993,20000,1,2,2,10,1
7483,70000,2,3,2,10,0
25516,210000,2,1,2,10,0
2159,80000,2,2,1,10,0
16540,300000,1,2,2,10,0
24185,160000,1,1,2,10,0
15415,110000,2,3,1,10,1
13989,50000,1,3,2,10,0
17129,50000,2,2,2,10,0
28303,260000,2,2,1,10,0
26812,100000,1,2,2,10,0
14236,130000,2,2,2,10,0
3079,180000,2,1,2,10,0
4105,210000,1,2,2,10,1
15251,30000,2,2,1,10,0
12658,290000,1,2,1,10,0
20894,170000,1,1,2,10,0
9444,150000,1,1,2,10,0
19597,100000,2,2,1,10,0
17717,120000,2,2,1,10,0
27027,500000,1,1,1,10,0
8282,110000,2,1,1,10,0
11261,20000,2,3,1,10,0
6950,80000,2,2,1,10,1
17768,320000,2,3,2,10,0
29945,80000,1,2,2,10,1
18944,470000,2,2,2,10,0
24575,140000,1,2,1,10,0
9360,500000,1,1,2,10,0
14147,20000,2,3,2,10,0
6291,50000,2,2,2,10,0
21941,130000,2,1,1,10,0
14970,180000,2,1,2,10,1
23508,170000,2,1,2,10,0
7671,80000,2,2,2,10,0
4271,170000,2,1,1,10,0
10680,200000,2,5,2,10,0
7787,90000,2,2,2,10,1
16903,20000,1,3,2,10,0
25692,330000,2,1,2,10,1
5897,230000,2,3,2,10,0
5956,20000,1,2,2,10,0
23398,70000,2,3,1,10,0
28657,180000,2,2,2,10,0
25255,210000,2,3,2,10,1
21025,90000,1,2,1,10,0
16277,300000,2,1,2,10,1
7012,200000,2,1,2,10,0
16688,110000,1,3,1,10,0
9838,180000,2,2,1,10,0
7814,160000,2,1,2,10,0
2124,220000,2,1,2,10,0
1263,50000,1,2,1,10,0
26646,10000,1,2,2,10,1
2299,210000,1,1,2,10,0
27211,160000,1,1,2,10,0
14655,300000,1,1,1,10,0
16024,330000,2,1,1,10,0
8154,160000,2,2,2,10,0
10500,420000,2,2,1,10,0
24101,30000,1,2,2,10,1
25320,200000,2,2,2,10,0
16075,120000,2,2,1,10,0
4323,300000,2,2,1,10,0
26662,50000,1,2,2,10,0
392,280000,2,2,1,10,1
1631,200000,1,1,2,10,0
12218,50000,2,2,2,10,0
18039,400000,1,1,2,10,0
6634,180000,2,2,1,10,0
25775,70000,2,2,1,10,0
16224,50000,2,2,2,10,1
28435,50000,2,2,1,10,0
3354,100000,1,1,1,10,0
18049,90000,1,3,1,10,1
1258,180000,2,1,2,10,0
17163,20000,2,3,1,10,0
17919,120000,1,1,2,10,1
22675,150000,2,2,2,10,0
29618,50000,1,2,2,10,0
24961,40000,1,1,2,10,0
20043,360000,2,2,1,10,0
27614,100000,2,2,2,10,1
6680,110000,2,1,2,10,0
11534,610000,2,1,2,10,0
5947,70000,2,2,2,10,1
6851,280000,1,1,2,10,0
8107,130000,1,1,2,10,0
3231,220000,2,2,1,10,1
26115,230000,2,1,1,10,0
14516,270000,2,1,2,10,0
25177,50000,2,2,2,10,0
22391,500000,2,2,2,10,0
16515,20000,1,1,2,10,1
3021,30000,1,3,1,10,1
1305,30000,1,2,2,10,0
18015,140000,1,2,1,10,0
968,220000,2,1,1,10,0
14748,60000,2,2,2,10,0
16333,110000,2,2,1,10,0
24980,50000,1,2,1,10,0
19828,70000,2,2,2,10,0
28316,180000,2,1,1,10,0
29857,260000,1,3,1,10,0
4022,270000,2,2,2,10,0
11071,130000,1,2,2,10,0
6326,50000,1,3,1,10,0
20674,20000,1,2,2,10,1
9981,230000,1,1,2,10,0
2314,240000,2,1,2,10,0
21595,100000,2,2,1,10,0
7411,20000,1,2,1,10,0
10807,80000,1,1,2,10,0
25165,250000,2,2,2,10,0
20079,160000,2,1,2,10,0
23371,400000,2,2,1,10,0
5532,190000,2,2,2,10,0
1575,230000,2,3,1,10,0
12523,20000,2,2,1,10,0
19982,180000,2,2,3,10,0
14414,150000,1,1,2,10,0
13870,220000,1,1,2,10,0
14337,380000,1,1,2,10,0
10022,350000,2,3,1,10,0
23363,220000,2,1,2,10,0
26403,100000,2,1,1,10,0
17556,180000,2,2,2,10,0
17780,80000,2,2,1,10,0
20045,20000,2,3,1,10,0
20338,50000,2,2,1,10,1
29823,100000,1,2,1,10,0
12818,250000,1,2,1,10,0
12005,70000,2,1,1,10,0
23733,280000,2,2,1,10,1
21047,230000,1,2,1,10,1
21491,200000,2,2,2,10,0
3730,160000,1,1,2,10,0
20549,30000,1,2,2,10,0
28529,80000,2,2,1,10,0
29894,300000,1,1,1,10,0
17279,50000,2,2,1,10,0
24393,80000,1,6,1,10,1
12928,20000,2,2,1,10,0
22816,210000,2,1,2,10,1
5513,200000,2,3,1,10,1
11680,100000,2,3,2,10,0
6282,30000,1,1,2,10,1
9978,390000,2,1,1,10,0
4075,230000,1,1,2,10,0
25190,30000,2,2,2,10,0
3495,100000,2,2,2,10,0
5163,240000,1,1,2,10,0
4175,140000,2,1,2,10,1
12925,30000,2,3,1,10,1
12463,170000,1,3,1,10,0
24707,50000,1,3,2,10,0
6499,200000,2,2,2,10,0
15095,100000,1,1,2,10,1
29990,150000,1,1,2,10,0
25938,100000,2,1,2,10,0
20992,210000,1,3,1,10,1
28666,140000,2,1,2,10,1
9759,160000,2,1,2,10,0
20768,400000,1,2,1,10,1
9868,360000,1,1,1,10,0
28849,220000,2,1,2,10,0
6551,50000,1,2,2,10,1
16788,30000,1,2,1,10,1
11401,170000,1,1,2,10,0
13210,10000,1,2,2,10,1
27115,110000,1,1,2,10,0
17674,320000,2,2,2,10,0
9441,120000,2,2,1,10,0
29146,230000,2,3,1,10,1
24365,300000,1,1,2,10,0
9980,30000,1,1,1,10,1
11612,240000,2,2,2,10,0
26876,280000,1,1,2,10,0
15914,20000,2,2,1,10,1
3709,300000,2,1,2,10,0
15821,30000,2,1,2,10,0
14733,340000,2,2,2,10,0
23369,270000,2,4,2,10,0
28904,470000,2,2,1,10,0
21904,420000,2,1,2,10,0
17010,400000,2,1,2,10,0
19193,200000,2,1,1,10,0
23004,250000,2,1,1,10,0
28928,230000,2,3,1,10,0
16853,390000,1,2,2,10,0
4370,220000,2,2,1,10,0
6603,50000,2,2,2,10,0
18148,340000,1,1,2,10,0
2792,20000,1,1,2,10,0
14321,20000,2,2,2,10,0
20483,160000,1,2,2,10,0
28088,120000,2,2,2,10,0
5035,50000,2,1,2,10,1
14913,330000,2,2,1,10,1
15680,70000,1,1,2,10,0
6293,470000,2,1,2,10,1
28698,330000,2,5,1,10,0
4660,100000,2,2,1,10,1
22626,380000,2,1,2,10,0
5972,80000,1,2,1,10,1
27331,500000,1,2,1,10,0
1977,180000,1,2,2,10,0
13370,150000,1,1,1,10,1
6473,50000,1,2,1,10,0
27760,50000,2,3,1,10,1
14668,80000,1,2,1,10,0
6236,100000,2,2,2,10,0
2488,200000,1,2,1,10,1
12446,430000,2,2,1,10,0
2736,140000,2,1,1,10,0
7670,310000,2,2,1,10,0
928,50000,2,2,2,10,0
20850,50000,1,2,2,10,0
2313,30000,1,1,2,10,0
26201,200000,2,1,2,10,0
26196,180000,2,1,2,10,0
25939,340000,2,2,1,10,0
14777,180000,1,2,2,10,0
17507,350000,2,2,1,10,0
26537,80000,2,3,1,10,0
5890,280000,1,2,1,10,0
28325,30000,2,1,2,10,0
551,100000,1,3,1,10,1
11640,30000,2,3,2,10,1
5779,60000,2,3,2,10,0
23125,230000,2,2,2,10,1
16287,150000,2,2,1,10,0
8524,40000,1,2,2,10,1
3238,60000,2,2,1,10,0
27355,120000,1,3,2,10,1
16613,130000,1,1,2,10,1
20990,230000,1,1,1,10,0
17049,60000,2,2,1,10,1
27336,200000,1,2,1,10,0
15484,500000,1,1,1,10,0
22078,50000,2,1,2,10,0
21389,300000,1,1,1,10,0
29690,200000,1,1,2,10,0
13673,180000,2,2,2,10,0
15996,140000,2,1,2,10,0
24115,300000,1,2,1,10,0
12560,200000,1,1,1,10,0
9315,170000,2,1,2,10,1
13588,20000,2,1,1,10,0
21778,180000,2,2,2,10,0
28026,160000,2,1,1,10,1
7967,150000,2,2,2,10,0
14688,50000,1,1,2,10,0
20615,50000,1,2,1,10,1
23220,30000,2,3,2,10,0
12345,30000,2,2,1,10,1
20400,20000,1,2,2,10,0
15898,200000,2,2,2,10,0
9741,50000,1,2,2,10,0
3888,300000,1,3,2,10,0
3367,260000,2,2,2,10,0
9263,70000,2,2,2,10,0
4178,60000,2,1,2,10,0
14211,70000,1,2,1,10,0
17497,80000,2,2,1,10,1
6670,340000,2,2,2,10,0
12200,50000,2,1,2,10,0
3863,380000,1,1,1,10,0
27759,40000,2,2,2,10,0
29190,50000,1,1,2,10,1
12170,120000,2,3,1,10,1
10028,280000,2,2,2,10,0
23866,90000,1,2,2,10,1
8451,380000,1,1,2,10,0
5427,50000,2,2,1,10,1
19407,260000,2,2,1,10,0
13400,80000,2,3,2,10,1
14391,310000,2,2,1,10,0
7113,250000,2,1,1,10,1
28588,220000,2,1,1,10,0
24916,200000,1,1,3,10,1
15004,50000,2,2,1,10,0
12694,430000,2,1,1,10,0
16689,200000,1,1,1,10,1
28483,50000,2,2,2,10,0
8794,390000,2,3,1,10,0
6404,100000,2,3,2,10,1
7463,360000,2,2,1,10,0
15595,80000,1,1,1,10,0
8797,230000,2,1,2,10,1
14843,160000,2,1,1,10,1
13113,200000,1,3,1,10,0
5844,10000,1,2,2,10,0
21333,150000,1,1,1,10,0
7249,300000,2,2,1,10,0
19258,450000,2,1,2,10,0
9806,180000,2,2,1,10,0
29623,110000,1,2,1,10,1
2139,230000,2,2,2,10,0
10718,200000,2,2,1,10,0
11466,30000,2,1,2,10,0
8328,70000,2,1,2,10,1
10452,150000,1,2,2,10,0
4106,90000,2,2,2,10,0
16791,250000,1,5,1,10,0
25390,410000,2,1,2,10,0
26376,100000,2,1,1,10,0
5016,290000,2,1,2,10,0
15023,20000,1,2,2,10,0
22911,360000,2,2,1,10,1
14117,550000,2,1,2,10,0
14530,240000,1,3,1,10,0
20274,320000,2,1,2,10,0
15486,230000,1,2,1,10,0
11810,360000,1,1,2,10,0
7026,90000,1,2,3,10,1
22032,300000,2,1,2,10,0
12584,60000,2,2,1,10,0
22485,200000,2,3,1,10,0
23929,20000,1,2,2,10,0
11599,230000,2,1,1,10,0
24965,210000,1,1,1,10,0
10971,60000,1,2,1,10,1
9419,300000,1,1,2,10,0
4707,210000,2,2,1,10,0
11450,30000,1,2,2,10,0
24918,50000,1,2,2,10,0
25247,270000,2,2,2,10,0
6122,250000,2,2,1,10,1
19860,140000,2,1,1,10,0
4093,50000,1,2,2,10,0
25229,30000,2,2,2,10,0
18801,30000,2,1,2,10,0
10094,210000,2,2,1,10,0
26981,250000,1,3,1,10,0
3332,120000,2,2,2,10,0
15863,100000,2,2,1,10,1
22275,190000,2,4,2,10,0
17972,50000,1,3,1,10,1
3979,10000,1,2,2,10,0
19325,160000,2,3,1,10,0
21132,200000,1,2,2,10,1
10673,70000,1,2,1,10,0
4346,160000,2,2,2,10,0
10342,240000,1,1,3,10,0
28151,20000,2,3,2,10,1
17796,470000,2,2,1,10,0
17409,50000,2,2,1,10,0
14862,30000,2,2,2,10,1
5133,200000,2,1,2,10,0
4403,270000,1,1,2,10,0
17613,180000,2,2,1,10,0
26759,50000,1,2,2,10,0
3353,410000,2,1,2,10,0
25398,340000,2,1,2,10,0
883,230000,2,1,2,10,0
13257,180000,2,2,2,10,0
25687,40000,2,2,2,10,0
23674,500000,2,1,1,10,0
26915,150000,1,2,1,10,1
4454,50000,1,3,1,10,0
18750,200000,2,2,2,10,0
19952,30000,2,3,1,10,0
7010,10000,1,2,1,10,0
16463,120000,2,2,1,10,0
25385,240000,2,1,2,10,1
9789,290000,1,2,1,10,0
3699,360000,1,2,2,10,1
7514,490000,2,1,2,10,0
20342,180000,2,3,2,10,0
378,140000,2,1,2,10,0
14346,30000,1,3,2,10,1
28396,80000,2,3,1,10,0
20739,30000,1,2,2,10,1
23646,240000,2,1,1,10,1
25472,140000,2,2,2,10,1
4643,280000,2,1,2,10,0
18252,150000,1,1,2,10,0
28912,330000,2,1,1,10,0
20357,50000,1,2,2,10,0
9430,400000,2,2,2,10,0
17081,240000,2,2,2,10,0
3868,450000,2,1,2,10,0
6397,70000,2,3,1,10,0
9614,120000,1,1,1,10,1
17291,230000,2,2,1,10,0
15419,240000,2,2,2,10,0
20556,60000,1,1,2,10,0
16517,150000,1,2,2,10,0
21757,270000,2,2,1,10,0
21605,110000,2,2,2,10,0
514,50000,1,2,2,10,1
12161,30000,2,2,1,10,0
17347,420000,2,2,1,10,0
10296,310000,1,2,2,10,0
1697,20000,1,2,1,10,1
21277,50000,1,2,1,10,0
26943,10000,1,2,2,10,1
19453,270000,2,1,2,10,1
11122,240000,2,1,2,10,0
9935,50000,2,2,1,10,1
25499,80000,2,2,2,10,0
9353,10000,2,2,1,10,0
25498,190000,2,3,2,10,0
21769,80000,2,2,2,10,0
24068,110000,1,3,2,10,0
27692,360000,2,1,2,10,0
18562,160000,2,2,2,10,0
26241,250000,2,2,2,10,0
13911,90000,2,3,1,10,1
24620,150000,1,3,1,10,0
5781,120000,2,3,2,10,0
8508,20000,2,2,2,10,0
12834,290000,2,2,2,10,0
2567,280000,1,1,2,10,0
25075,30000,1,2,1,10,0
8063,220000,1,2,2,10,0
24280,70000,1,2,2,10,0
15310,140000,2,1,1,10,0
26570,220000,2,3,1,10,1
509,80000,2,2,1,10,0
13039,190000,1,2,2,10,0
19842,130000,2,1,1,10,0
27884,110000,2,2,2,10,0
10327,20000,1,2,2,10,1
21063,390000,1,2,1,10,0
4679,170000,1,3,1,10,0
22076,190000,2,1,2,10,0
4807,60000,1,2,1,10,0
11856,420000,1,3,1,10,0
22820,500000,2,1,2,10,0
3312,210000,2,1,2,10,0
12829,100000,2,1,2,10,0
11547,50000,2,1,2,10,0
3033,200000,1,3,2,10,0
23945,20000,1,3,2,10,0
22699,150000,2,2,1,10,0
18594,80000,2,2,2,10,0
13621,50000,1,2,1,10,0
16312,110000,2,3,1,10,0
26840,20000,1,3,1,10,0
29770,160000,1,2,1,10,0
10080,200000,2,1,1,10,1
17655,240000,2,1,1,10,0
1627,150000,2,3,1,10,0
11651,490000,1,1,1,10,1
26193,200000,2,2,1,10,1
10170,70000,2,2,2,10,0
25313,90000,2,2,2,10,1
5783,360000,2,1,1,10,0
21250,350000,1,1,1,10,0
28744,440000,2,2,2,10,0
18025,290000,1,1,2,10,1
12552,250000,2,1,2,10,0
7155,70000,2,3,1,10,1
5302,90000,1,2,2,10,0
27141,490000,1,2,2,10,0
27319,390000,1,1,2,10,0
24573,50000,1,2,2,10,0
13503,80000,2,1,2,10,0
29209,10000,1,1,2,10,0
6753,30000,2,3,1,10,1
3265,20000,1,2,1,10,1
16770,30000,1,2,2,10,0
17942,280000,1,2,2,10,0
10201,200000,2,1,2,10,0
8453,20000,1,2,1,10,1
19509,110000,2,2,2,10,0
11981,230000,2,3,2,10,1
22894,500000,2,1,2,10,1
27747,100000,2,1,1,10,0
18492,170000,2,2,2,10,0
2590,210000,2,2,1,10,1
19680,260000,2,2,1,10,0
8607,70000,1,2,1,10,1
12487,200000,2,3,1,10,0
5209,50000,2,1,2,10,0
28547,100000,2,3,1,10,1
10261,170000,2,1,2,10,0
10271,50000,1,2,2,10,0
23739,80000,2,2,1,10,0
20578,310000,1,2,2,10,0
3920,360000,1,1,2,10,0
28111,220000,2,4,1,10,0
4017,260000,2,1,1,10,0
8690,230000,2,1,2,10,1
21910,30000,2,2,2,10,0
23243,150000,2,2,1,10,0
17808,100000,1,2,2,10,0
4229,300000,2,1,2,10,0
23862,400000,1,2,1,10,0
8878,30000,1,3,1,10,1
11907,100000,2,2,2,10,1
18060,400000,1,1,2,10,0
1227,240000,2,3,1,10,0
27567,100000,1,2,1,10,0
5076,50000,2,1,2,10,1
14262,20000,1,3,1,10,1
23159,50000,2,1,1,10,0
71,80000,1,1,2,10,0
16290,100000,2,3,1,10,1
12863,50000,1,3,1,10,0
7298,430000,1,1,1,10,0
25410,260000,2,1,2,10,0
1929,50000,1,2,2,10,0
5811,130000,2,2,1,10,0
7620,50000,1,3,2,10,0
29167,30000,2,3,1,10,0
10163,180000,2,1,2,10,0
11531,240000,2,1,2,10,0
15812,50000,2,2,1,10,0
27428,170000,1,1,2,10,1
16113,370000,2,2,1,10,0
6897,30000,1,2,2,10,1
5769,320000,1,1,3,10,0
1315,50000,2,1,1,10,0
10548,80000,2,1,1,10,1
17340,30000,2,3,2,10,0
14557,180000,1,2,2,10,0
27219,200000,1,3,2,10,0
14307,370000,1,2,1,10,0
27657,50000,2,2,2,10,1
10970,110000,2,3,1,10,0
4934,140000,2,2,2,10,0
15462,20000,1,3,2,10,0
20275,500000,2,2,2,10,0
7524,310000,1,1,2,10,0
3785,30000,1,1,2,10,0
12409,80000,1,2,1,10,1
12599,30000,2,2,1,10,0
16746,80000,1,2,1,10,0
371,180000,1,2,1,10,1
18755,180000,2,2,2,10,0
20663,130000,1,1,1,10,0
29881,140000,1,2,1,10,1
10738,160000,2,1,1,10,0
3777,250000,2,2,1,10,1
16776,120000,1,3,2,10,0
6809,160000,2,2,2,10,0
23925,420000,1,2,1,10,0
1707,230000,1,1,2,10,0
6619,180000,1,2,2,10,0
3741,130000,1,1,2,10,0
10428,100000,2,2,1,10,0
5173,360000,2,2,1,10,0
4168,150000,1,3,1,10,0
21522,50000,2,2,2,10,0
8276,200000,2,3,1,10,0
330,150000,1,1,1,10,0
15177,100000,2,2,2,10,0
16693,150000,1,2,2,10,0
21371,180000,1,2,1,10,1
10995,230000,2,1,2,10,1
27185,80000,1,2,2,10,1
694,70000,1,1,2,10,0
12876,10000,1,1,2,10,1
16269,210000,2,2,1,10,0
26214,430000,2,1,2,10,0
7870,220000,2,3,1,10,0
28605,30000,2,3,1,10,1
18796,80000,2,2,1,10,1
12499,50000,1,3,1,10,0
6335,70000,2,2,1,10,1
22832,50000,2,1,2,10,1
279,50000,1,3,1,10,0
18323,20000,2,1,2,10,0
24210,10000,1,1,2,10,0
14908,290000,2,2,2,10,0
19157,350000,2,1,2,10,0
27994,50000,2,1,2,10,0
8939,210000,2,1,2,10,0
18677,500000,2,1,2,10,0
28943,390000,2,1,2,10,0
16915,20000,1,2,2,10,1
20818,30000,1,2,1,10,0
21443,160000,2,2,1,10,0
3811,80000,2,3,2,10,0
11700,20000,1,2,1,10,0
10059,20000,2,2,2,10,0
9952,280000,2,2,2,10,1
29792,200000,1,1,1,10,0
26757,240000,1,2,2,10,0
16608,20000,1,3,1,10,0
19628,100000,2,2,1,10,0
12531,140000,2,1,2,10,0
8179,50000,1,2,2,10,1
1344,20000,2,2,2,10,0
28524,160000,2,1,1,10,0
19777,180000,2,1,2,10,0
20243,20000,2,3,2,10,0
12424,110000,2,2,1,10,0
20565,50000,1,3,2,10,0
23576,210000,2,1,1,10,0
4576,50000,1,4,2,10,0
27986,120000,2,2,2,10,0
24761,30000,1,2,2,10,1
12509,150000,2,1,1,10,1
21004,200000,1,2,2,10,1
11697,200000,2,3,1,10,1
28440,80000,2,3,1,10,0
28434,40000,2,3,1,10,1
14003,360000,2,1,1,10,0
28398,60000,2,3,1,10,0
8031,50000,2,3,1,10,0
20895,50000,1,1,2,10,0
14126,210000,2,1,2,10,0
25581,150000,2,1,2,10,0
4220,340000,2,1,2,10,0
9420,130000,2,2,2,10,0
7955,170000,1,1,1,10,0
12612,80000,1,2,2,10,0
20677,200000,1,3,2,10,0
7735,30000,2,2,1,10,1
3686,200000,1,1,2,10,0
20386,30000,1,3,2,10,0
3048,250000,2,1,2,10,0
957,210000,2,2,2,10,0
1034,200000,2,2,2,10,0
24990,370000,1,1,1,10,0
10706,20000,2,2,2,10,0
11457,150000,1,1,2,10,0
254,160000,2,1,2,10,0
22316,120000,2,3,1,10,1
3758,180000,2,1,2,10,1
27972,110000,2,2,2,10,1
23339,200000,2,2,2,10,0
865,200000,1,1,2,10,0
5879,710000,1,2,2,10,0
4479,200000,2,1,2,10,0
10223,80000,2,3,2,10,0
5110,300000,2,2,2,10,0
9709,510000,1,3,2,10,0
17321,30000,2,2,2,10,0
20051,10000,2,2,3,10,0
5178,190000,1,1,1,10,1
21046,80000,1,3,1,10,0
23007,380000,2,2,1,10,0
2874,470000,2,2,2,10,0
19817,300000,2,1,1,10,0
5983,10000,1,2,2,10,1
11173,60000,2,3,2,10,0
6393,240000,1,1,2,10,1
27727,80000,2,1,2,10,0
11643,130000,2,3,1,10,0
8961,50000,2,3,3,10,0
29705,240000,1,1,2,10,0
17258,110000,2,2,2,10,1
28557,30000,2,3,1,10,0
5007,280000,2,1,2,10,0
25104,200000,1,1,1,10,0
24623,260000,1,1,1,10,0
19973,260000,2,1,1,10,0
21813,50000,2,1,2,10,0
16570,50000,1,2,2,10,0
24928,220000,1,1,2,10,0
2316,150000,2,3,1,10,0
29614,200000,1,1,1,10,0
23382,220000,2,2,1,10,0
4493,50000,1,2,2,10,1
10801,130000,1,2,2,10,0
27427,20000,1,2,1,10,0
20377,150000,1,2,1,10,0
15482,150000,1,1,1,10,1
27540,50000,1,3,1,10,1
6142,260000,2,1,2,10,0
24902,210000,1,5,1,10,0
23869,160000,1,2,1,10,0
5051,20000,2,2,1,10,0
8349,50000,2,2,1,10,1
18038,20000,1,2,1,10,0
4786,80000,1,2,2,10,0
26088,50000,2,2,1,10,0
9286,50000,1,2,2,10,0
13016,20000,2,1,2,10,0
12095,50000,1,3,1,10,0
1888,170000,2,2,1,10,0
4893,50000,2,2,1,10,0
18044,50000,1,2,2,10,0
28119,420000,2,1,1,10,1
12055,80000,2,2,1,10,1
24753,70000,1,2,2,10,1
1089,30000,2,3,1,10,0
1119,140000,2,3,1,10,1
22569,200000,1,2,1,10,0
12802,20000,2,2,2,10,0
2983,170000,2,1,2,10,0
9878,320000,1,1,2,10,0
10931,320000,2,1,2,10,0
5505,450000,2,1,1,10,0
21189,130000,1,2,1,10,1
7440,10000,2,2,2,10,1
25614,290000,2,1,2,10,0
13005,230000,2,1,1,10,0
8623,50000,1,3,2,10,0
24286,30000,1,2,1,10,0
19338,100000,2,3,1,10,1
13787,280000,2,1,2,10,0
9528,50000,2,2,1,10,1
18337,50000,2,1,2,10,1
2140,260000,1,1,1,10,1
3096,360000,2,1,1,10,0
6287,80000,2,2,1,10,0
25384,30000,2,2,2,10,0
22384,80000,2,2,2,10,0
27899,130000,2,3,2,10,0
22219,250000,2,1,2,10,0
9349,200000,2,2,1,10,0
3250,50000,1,2,2,10,0
9676,50000,1,2,2,10,0
9719,50000,2,2,1,10,1
24000,100000,1,1,2,10,1
18245,300000,1,3,1,10,0
2934,110000,2,2,1,10,0
18531,220000,2,2,2,10,0
19608,190000,2,2,2,10,0
28997,300000,2,3,2,10,0
10341,140000,2,1,2,10,0
3644,220000,2,2,1,10,1
19271,30000,2,2,2,10,1
10475,60000,2,1,2,10,0
1901,30000,2,2,2,10,0
6312,500000,1,1,1,10,0
27163,70000,1,2,2,10,0
813,140000,2,1,2,10,0
28281,50000,2,3,2,10,0
26177,670000,2,1,1,10,0
5496,100000,2,1,2,10,0
16332,80000,2,2,2,10,0
23805,80000,2,3,1,10,0
19355,30000,2,3,1,10,1
28669,500000,2,2,1,10,0
19104,50000,2,2,1,10,1
20886,200000,1,1,2,10,1
2239,150000,2,3,1,10,0
29261,20000,1,2,2,10,0
19216,60000,2,1,2,10,0
10166,140000,1,2,1,10,0
11332,20000,1,2,2,10,0
23857,90000,1,1,2,10,1
678,200000,1,1,2,10,0
799,100000,2,1,2,10,0
8454,350000,2,1,2,10,1
14435,10000,1,2,2,10,1
15511,160000,1,3,1,10,0
21870,70000,2,3,2,10,0
17629,120000,2,1,2,10,1
17498,150000,2,2,2,10,0
29123,210000,2,3,1,10,0
18314,50000,2,2,1,10,1
6918,300000,1,1,2,10,1
5386,50000,2,2,1,10,0
27080,240000,1,2,1,10,0
5938,200000,2,2,1,10,0
29783,300000,1,3,1,10,0
22269,130000,2,1,2,10,1
25491,20000,2,1,2,10,0
17977,120000,1,2,1,10,0
14027,280000,2,2,2,10,0
22850,180000,2,1,1,10,0
20349,220000,1,2,1,10,0
15092,360000,1,1,1,10,0
4465,50000,1,2,1,10,0
19756,20000,2,2,1,10,1
28077,80000,2,3,1,10,1
